HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459276.67925,2021-03-03.1792368,bF,1.51,16.345,14.979,0.062,3.700,0.211,g
2459276.68055,2021-03-03.1805280,bF,1.58,16.383,15.002,0.061,3.623,0.203,g
2459277.68904,2021-03-04.1890596,bF,1.55,16.458,14.905,0.052,3.964,0.190,g
2459279.66810,2021-03-06.1681916,bF,1.56,16.871,15.109,0.043,3.283,0.130,g
2459279.66939,2021-03-06.1694780,bF,1.63,16.902,15.053,0.040,3.460,0.126,g
2459279.67070,2021-03-06.1707842,bF,1.62,16.841,15.068,0.043,3.409,0.133,g
2459282.66385,2021-03-09.1640451,bj,1.53,16.528,15.018,0.056,3.570,0.184,g
2459282.66507,2021-03-09.1652717,bj,1.63,16.406,14.975,0.060,3.717,0.204,g
2459282.66630,2021-03-09.1664982,bj,1.60,16.347,15.089,0.070,3.344,0.214,g
2459284.66894,2021-03-11.1692087,bF,1.53,16.869,15.153,0.045,3.154,0.130,g
2459284.67025,2021-03-11.1705203,bF,1.33,16.723,15.114,0.050,3.271,0.149,g
2459286.40688,2021-03-12.9072166,bn,2.05,16.761,15.052,0.045,3.461,0.145,g
2459286.40812,2021-03-12.9084515,bn,2.07,16.731,15.020,0.046,3.564,0.150,g
2459286.40936,2021-03-12.9096875,bn,2.07,16.644,15.161,0.057,3.130,0.162,g
2459286.41822,2021-03-12.9185561,bn,2.04,16.244,15.069,0.074,3.408,0.232,g
2459287.64263,2021-03-14.1430053,bF,1.60,16.920,15.102,0.041,3.307,0.124,g
2459287.64392,2021-03-14.1442898,bF,1.61,16.897,15.015,0.038,3.584,0.127,g
2459287.64522,2021-03-14.1455884,bF,1.56,16.910,15.039,0.039,3.503,0.125,g
2459290.39912,2021-03-16.8995928,bn,1.53,16.610,15.019,0.051,3.566,0.170,g
2459290.40036,2021-03-16.9008333,bn,1.57,16.545,14.980,0.054,3.699,0.181,g
2459290.40159,2021-03-16.9020643,bn,1.52,16.481,14.990,0.057,3.664,0.191,g
2459291.64474,2021-03-18.1452592,bj,1.55,16.289,15.081,0.073,3.372,0.224,g
2459292.39047,2021-03-18.8910172,bn,1.53,16.798,15.050,0.045,3.467,0.141,g
2459292.39169,2021-03-18.8922364,bn,1.55,16.672,14.997,0.048,3.642,0.158,g
2459292.39292,2021-03-18.8934653,bn,1.53,16.720,15.082,0.049,3.365,0.153,g
2459294.50209,2021-03-21.0027100,bj,1.82,16.827,15.058,0.043,3.440,0.135,g
2459294.50332,2021-03-21.0039401,bj,1.77,16.817,15.145,0.047,3.176,0.136,g
2459294.50455,2021-03-21.0051690,bj,1.75,16.845,15.128,0.045,3.228,0.133,g
2459295.60765,2021-03-22.1083010,bF,1.51,16.794,15.068,0.045,3.408,0.139,g
2459295.60892,2021-03-22.1095746,bF,1.54,16.781,15.002,0.042,3.626,0.141,g
2459295.61021,2021-03-22.1108628,bF,1.51,16.720,15.056,0.047,3.450,0.149,g
2459295.61148,2021-03-22.1121356,bF,1.53,16.813,15.015,0.042,3.582,0.137,g
2459295.61277,2021-03-22.1134231,bF,1.54,16.784,15.102,0.046,3.304,0.141,g
2459295.61407,2021-03-22.1147231,bF,1.54,16.745,15.127,0.049,3.229,0.146,g
2459295.61540,2021-03-22.1160457,bF,1.55,16.727,15.062,0.047,3.431,0.148,g
2459295.61667,2021-03-22.1173269,bF,1.50,16.804,15.117,0.046,3.261,0.138,g
2459295.61798,2021-03-22.1186317,bF,1.59,16.859,15.065,0.042,3.418,0.131,g
2459295.61926,2021-03-22.1199184,bF,1.57,16.841,15.125,0.045,3.238,0.133,g
2459295.62055,2021-03-22.1212034,bF,1.57,16.739,14.990,0.044,3.663,0.147,g
2459295.62184,2021-03-22.1224885,bF,1.56,16.745,15.089,0.048,3.342,0.146,g
2459295.62313,2021-03-22.1237818,bF,1.56,16.757,15.049,0.045,3.471,0.144,g
2459295.62445,2021-03-22.1251017,bF,1.59,16.732,14.967,0.043,3.744,0.148,g
2459295.62574,2021-03-22.1263995,bF,1.56,16.763,15.078,0.046,3.380,0.143,g
2459295.62705,2021-03-22.1276982,bF,1.56,16.842,15.162,0.046,3.128,0.133,g
2459295.62834,2021-03-22.1289971,bF,1.58,16.825,15.201,0.049,3.018,0.135,g
2459295.62964,2021-03-22.1302939,bF,1.61,16.742,15.077,0.047,3.383,0.146,g
2459295.63094,2021-03-22.1315922,bF,1.59,16.830,15.091,0.044,3.341,0.135,g
2459295.63222,2021-03-22.1328753,bF,1.56,16.765,15.078,0.046,3.378,0.143,g
2459297.55301,2021-03-24.0537370,bj,1.66,16.514,15.052,0.057,3.459,0.180,g
2459297.55424,2021-03-24.0549659,bj,1.58,16.582,15.051,0.053,3.464,0.169,g
2459297.55547,2021-03-24.0561982,bj,1.60,16.557,15.060,0.055,3.435,0.173,g
2459298.36608,2021-03-24.8668219,bn,1.46,16.243,15.087,0.075,3.351,0.231,g
2459298.36731,2021-03-24.8680510,bn,1.49,16.403,15.188,0.071,3.054,0.200,g
2459298.36855,2021-03-24.8692928,bn,1.56,16.382,15.065,0.065,3.421,0.204,g
2459298.49331,2021-03-24.9940593,bF,1.57,16.498,15.051,0.058,3.464,0.183,g
2459298.49460,2021-03-24.9953503,bF,1.60,16.489,15.085,0.060,3.357,0.184,g
2459298.49588,2021-03-24.9966350,bF,1.64,16.564,15.004,0.052,3.619,0.172,g
2459298.52527,2021-03-25.0260207,bj,1.60,16.522,15.127,0.061,3.231,0.179,g
2459298.52650,2021-03-25.0272483,bj,1.59,16.562,15.187,0.062,3.056,0.172,g
2459298.52772,2021-03-25.0284807,bj,1.60,16.557,15.108,0.058,3.287,0.173,g
2459298.56090,2021-03-25.0616567,bF,1.56,16.498,15.022,0.056,3.558,0.183,g
2459298.56220,2021-03-25.0629493,bF,1.57,16.614,14.960,0.048,3.765,0.165,g
2459298.56351,2021-03-25.0642653,bF,1.59,16.490,15.080,0.060,3.373,0.184,g
2459298.59310,2021-03-25.0938511,bF,1.55,16.413,15.111,0.066,3.277,0.198,g
2459298.59440,2021-03-25.0951479,bF,1.61,16.502,15.130,0.062,3.222,0.182,g
2459298.59570,2021-03-25.0964488,bF,1.58,16.414,15.065,0.063,3.420,0.198,g
2459298.61057,2021-03-25.1113231,bF,1.53,16.322,15.246,0.081,2.895,0.215,g
2459298.61187,2021-03-25.1126236,bF,1.56,16.516,15.029,0.056,3.535,0.180,g
2459298.61319,2021-03-25.1139444,bF,1.53,16.420,15.029,0.061,3.535,0.197,g
2459299.22903,2021-03-25.7298006,bn,2.14,15.814,15.073,0.111,3.395,0.343,g
2459299.23148,2021-03-25.7322572,bn,2.10,16.171,15.025,0.076,3.546,0.247,g
2459299.26308,2021-03-25.7638496,bn,1.51,16.612,15.174,0.058,3.091,0.165,g
2459299.26431,2021-03-25.7650811,bn,1.48,16.512,14.884,0.049,4.041,0.181,g
2459299.26554,2021-03-25.7663100,bn,1.51,16.526,15.031,0.055,3.529,0.178,g
2459299.30988,2021-03-25.8106578,bn,1.44,16.372,15.049,0.065,3.472,0.205,g
2459299.31111,2021-03-25.8118865,bn,1.48,16.367,15.074,0.067,3.390,0.206,g
2459299.31233,2021-03-25.8131097,bn,1.47,16.429,15.085,0.063,3.357,0.195,g
2459299.32863,2021-03-25.8294093,bn,1.52,16.390,15.061,0.064,3.432,0.202,g
2459299.32987,2021-03-25.8306438,bn,1.48,16.301,15.147,0.076,3.171,0.219,g
2459299.33109,2021-03-25.8318706,bn,1.48,16.375,15.141,0.070,3.188,0.205,g
2459299.35496,2021-03-25.8557417,bn,1.52,16.173,15.203,0.090,3.012,0.247,g
2459299.35618,2021-03-25.8569577,bn,1.55,16.270,15.241,0.085,2.907,0.226,g
2459299.35740,2021-03-25.8581809,bn,1.58,16.268,15.064,0.072,3.425,0.226,g
2459299.49081,2021-03-25.9916012,bF,2.15,16.431,14.976,0.057,3.714,0.195,g
2459299.49211,2021-03-25.9928980,bF,2.15,16.425,15.022,0.060,3.561,0.196,g
2459299.49340,2021-03-25.9941895,bF,2.14,16.604,15.102,0.055,3.306,0.166,g
2459299.54796,2021-03-26.0487491,bF,1.66,16.433,15.026,0.060,3.545,0.194,g
2459299.54925,2021-03-26.0500395,bF,1.57,16.523,14.924,0.050,3.894,0.179,g
2459299.55054,2021-03-26.0513320,bF,1.56,16.460,15.151,0.066,3.160,0.189,g
2459299.56795,2021-03-26.0687376,bF,1.64,16.460,14.996,0.057,3.642,0.189,g
2459299.56923,2021-03-26.0700260,bF,1.54,16.434,15.010,0.059,3.600,0.194,g
2459299.57052,2021-03-26.0713149,bF,1.55,16.491,15.041,0.058,3.496,0.184,g
2459299.58688,2021-03-26.0876616,bj,1.61,16.298,14.968,0.064,3.738,0.220,g
2459299.58810,2021-03-26.0888870,bj,1.67,16.265,15.125,0.077,3.235,0.227,g
2459299.58932,2021-03-26.0901065,bj,1.59,16.279,15.082,0.073,3.366,0.224,g
2459299.60571,2021-03-26.1065010,bj,1.56,16.127,14.996,0.077,3.645,0.257,g
2459299.60694,2021-03-26.1077277,bj,1.55,16.221,15.035,0.073,3.515,0.236,g
2459299.60817,2021-03-26.1089575,bj,1.60,16.206,15.272,0.093,2.826,0.239,g
2459300.27440,2021-03-26.7752155,bn,1.56,16.428,15.264,0.075,2.849,0.195,g
2459300.27570,2021-03-26.7765052,bn,1.60,16.418,15.035,0.061,3.516,0.197,g
2459300.48184,2021-03-26.9826546,bF,2.20,15.967,14.995,0.089,3.651,0.299,g
2459300.48312,2021-03-26.9839387,bF,2.22,16.062,15.055,0.087,3.451,0.274,g
2459300.48445,2021-03-26.9852642,bF,2.17,16.193,15.008,0.074,3.603,0.243,g
2459300.51351,2021-03-27.0143280,bF,1.55,16.364,15.136,0.071,3.206,0.207,g
2459300.51480,2021-03-27.0156159,bF,1.57,16.440,14.944,0.055,3.823,0.193,g
2459300.51608,2021-03-27.0169020,bF,1.56,16.533,15.218,0.065,2.970,0.177,g
2459300.54980,2021-03-27.0506141,bj,1.57,16.217,15.034,0.074,3.519,0.237,g
2459300.55101,2021-03-27.0518312,bj,1.52,16.251,15.084,0.075,3.360,0.230,g
2459300.55224,2021-03-27.0530625,bj,1.60,16.195,15.100,0.080,3.313,0.242,g
2459300.56931,2021-03-27.0701335,bF,1.61,16.216,15.054,0.075,3.453,0.237,g
2459300.57061,2021-03-27.0714307,bF,1.58,16.222,15.054,0.075,3.453,0.236,g
2459300.57191,2021-03-27.0727285,bF,1.71,16.288,15.158,0.077,3.140,0.222,g
2459300.59842,2021-03-27.0992422,bj,1.63,16.150,15.017,0.077,3.573,0.252,g
2459300.60089,2021-03-27.1017083,bj,1.59,16.295,15.275,0.086,2.821,0.221,g
2459301.32350,2021-03-27.8243369,bn,1.48,16.166,15.245,0.094,2.900,0.248,g
2459301.32473,2021-03-27.8255738,bn,1.48,16.068,14.935,0.077,3.857,0.272,g
2459301.32597,2021-03-27.8268084,bn,1.51,16.036,15.311,0.112,2.726,0.280,g
2459301.33879,2021-03-27.8396359,bn,1.59,15.910,15.038,0.098,3.506,0.314,g
2459301.34001,2021-03-27.8408542,bn,1.64,15.924,15.001,0.094,3.628,0.310,g
2459301.34123,2021-03-27.8420711,bn,1.59,15.939,>15.939,99.990,0.732,0.306,g
2459301.48096,2021-03-27.9818082,bF,2.10,15.902,14.967,0.093,3.743,0.317,g
2459301.48224,2021-03-27.9830915,bF,2.09,15.981,15.113,0.099,3.271,0.295,g
2459301.48355,2021-03-27.9843951,bF,2.05,16.059,14.974,0.081,3.719,0.274,g
2459301.50903,2021-03-28.0098789,bF,1.57,16.314,14.968,0.063,3.737,0.217,g
2459301.51032,2021-03-28.0111793,bF,1.54,16.144,14.965,0.074,3.749,0.253,g
2459301.51162,2021-03-28.0124719,bF,1.61,16.407,15.054,0.063,3.455,0.199,g
2459301.54255,2021-03-28.0433960,bF,1.61,16.097,15.134,0.090,3.208,0.265,g
2459301.54388,2021-03-28.0447275,bF,1.65,16.221,15.029,0.073,3.537,0.236,g
2459301.54516,2021-03-28.0460140,bF,1.64,16.135,15.077,0.083,3.382,0.255,g
2459301.56799,2021-03-28.0688438,bj,1.62,15.851,14.861,0.088,4.126,0.332,g
2459301.56923,2021-03-28.0700880,bj,1.56,15.945,15.096,0.100,3.324,0.304,g
2459301.57046,2021-03-28.0713217,bj,1.57,16.000,15.087,0.095,3.351,0.289,g
2459301.59489,2021-03-28.0957495,bF,1.65,16.158,15.014,0.076,3.583,0.250,g
2459301.59619,2021-03-28.0970480,bF,1.63,15.918,14.919,0.087,3.910,0.312,g
2459301.59751,2021-03-28.0983635,bF,1.60,15.896,15.047,0.100,3.477,0.318,g
2459301.62318,2021-03-28.1240321,bF,1.96,15.408,15.108,0.166,3.288,0.499,g
2459303.28120,2021-03-29.7821094,bn,2.15,16.019,14.996,0.085,3.643,0.284,g
2459303.28243,2021-03-29.7833430,bn,2.16,16.191,15.020,0.074,3.565,0.243,g
2459303.28366,2021-03-29.7845674,bn,2.12,16.155,15.274,0.097,2.821,0.251,g
2459303.29917,2021-03-29.8000846,bn,1.99,14.930,>14.930,99.990,1.063,0.775,g
2459303.30040,2021-03-29.8013146,bn,1.49,14.656,>14.656,99.990,4.665,0.998,g
2459303.30163,2021-03-29.8025365,bn,1.48,15.560,15.254,0.165,2.875,0.434,g
2459303.31084,2021-03-29.8117585,bn,1.52,16.167,15.344,0.103,2.647,0.248,g
2459303.31206,2021-03-29.8129726,bn,1.60,16.127,14.979,0.076,3.703,0.257,g
2459303.31329,2021-03-29.8142060,bn,1.52,16.223,15.044,0.074,3.487,0.236,g
2459303.33333,2021-03-29.8342431,bn,1.57,15.981,15.243,0.111,2.903,0.294,g
2459303.33456,2021-03-29.8354711,bn,1.54,15.927,15.118,0.104,3.256,0.309,g
2459303.33579,2021-03-29.8367020,bn,1.48,16.023,15.009,0.086,3.600,0.283,g
2459303.35220,2021-03-29.8531197,bn,1.50,15.873,15.054,0.103,3.456,0.325,g
2459303.35344,2021-03-29.8543524,bn,1.52,15.965,15.086,0.098,3.354,0.299,g
2459303.35467,2021-03-29.8555844,bn,1.56,15.946,14.972,0.089,3.725,0.304,g
2459303.47922,2021-03-29.9801300,bj,2.10,15.975,15.004,0.090,3.620,0.296,g
2459303.48044,2021-03-29.9813549,bj,2.09,16.126,15.143,0.089,3.186,0.258,g
2459303.50924,2021-03-30.0101523,bj,1.65,16.419,15.126,0.067,3.231,0.197,g
2459303.51045,2021-03-30.0113704,bj,1.69,16.370,15.087,0.067,3.351,0.206,g
2459303.51167,2021-03-30.0125887,bj,1.66,16.383,15.127,0.069,3.230,0.203,g
2459303.55087,2021-03-30.0517930,bj,1.63,16.074,15.299,0.107,2.758,0.270,g
2459303.55211,2021-03-30.0530278,bj,1.66,16.141,15.095,0.084,3.327,0.254,g
2459303.55334,2021-03-30.0542552,bj,1.54,16.045,15.042,0.087,3.493,0.278,g
2459303.56272,2021-03-30.0636387,bF,1.57,16.105,15.061,0.084,3.432,0.263,g
2459303.56401,2021-03-30.0649281,bF,1.56,16.218,15.190,0.085,3.048,0.237,g
2459303.56529,2021-03-30.0662108,bF,1.58,16.177,15.042,0.077,3.493,0.246,g
2459304.47956,2021-03-30.9805138,bj,2.09,16.171,14.956,0.072,3.779,0.247,g
2459304.48078,2021-03-30.9817298,bj,2.04,16.247,15.166,0.081,3.118,0.230,g
2459304.50199,2021-03-31.0029395,bF,1.53,17.057,15.055,0.034,3.450,0.109,g
2459304.50329,2021-03-31.0042385,bF,1.57,17.048,15.046,0.034,3.479,0.110,g
2459304.50458,2021-03-31.0055238,bF,1.59,17.063,15.024,0.033,3.551,0.109,g
2459304.54775,2021-03-31.0487005,bF,1.62,16.507,15.135,0.062,3.206,0.181,g
2459304.54905,2021-03-31.0499950,bF,1.58,16.438,15.024,0.059,3.551,0.193,g
2459304.55034,2021-03-31.0512827,bF,1.59,16.510,14.996,0.054,3.642,0.181,g
2459304.58547,2021-03-31.0864215,bj,1.62,16.117,15.108,0.086,3.289,0.260,g
2459304.58669,2021-03-31.0876415,bj,1.59,16.118,14.935,0.074,3.855,0.260,g
2459304.58793,2021-03-31.0888780,bj,1.58,16.214,15.126,0.080,3.233,0.237,g
2459305.22852,2021-03-31.7294946,bn,1.50,16.801,15.104,0.046,3.300,0.139,g
2459305.22975,2021-03-31.7307255,bn,1.48,16.787,15.037,0.044,3.508,0.140,g
2459305.23119,2021-03-31.7321649,bn,1.47,16.880,15.128,0.043,3.228,0.129,g
2459305.30589,2021-03-31.8068674,bn,1.53,16.312,15.041,0.068,3.497,0.217,g
2459305.30712,2021-03-31.8080892,bn,1.53,16.310,15.145,0.075,3.179,0.218,g
2459305.30834,2021-03-31.8093146,bn,1.52,16.421,15.216,0.072,2.975,0.196,g
2459305.33581,2021-03-31.8367891,bn,1.47,15.806,14.972,0.102,3.726,0.346,g
2459305.33703,2021-03-31.8380071,bn,1.47,15.933,15.133,0.105,3.214,0.308,g
2459305.33825,2021-03-31.8392233,bn,1.51,15.377,14.819,0.131,4.289,0.514,g
2459305.36499,2021-03-31.8659587,bn,1.55,15.482,14.936,0.132,3.853,0.467,g
2459305.47768,2021-03-31.9786603,bF,2.06,16.144,14.960,0.074,3.768,0.253,g
2459305.47897,2021-03-31.9799494,bF,2.03,16.338,15.211,0.078,2.990,0.212,g
2459305.48027,2021-03-31.9812524,bF,2.03,16.455,15.047,0.060,3.479,0.191,g
2459305.51122,2021-04-01.0122006,bF,1.53,17.025,15.089,0.037,3.345,0.113,g
2459305.51253,2021-04-01.0135108,bF,1.58,17.070,15.072,0.035,3.400,0.108,g
2459305.51383,2021-04-01.0148070,bF,1.57,17.061,15.033,0.034,3.523,0.109,g
2459305.54002,2021-04-01.0409990,bF,1.53,16.949,15.081,0.039,3.372,0.121,g
2459305.54130,2021-04-01.0422868,bF,1.55,17.028,15.153,0.039,3.154,0.112,g
2459305.54262,2021-04-01.0435988,bF,1.55,16.936,14.991,0.036,3.662,0.122,g
2459305.56488,2021-04-01.0658567,bF,1.56,16.675,15.126,0.052,3.234,0.155,g
2459305.56617,2021-04-01.0671532,bF,1.55,16.659,15.026,0.049,3.547,0.158,g
2459305.56746,2021-04-01.0684442,bF,1.57,16.655,15.070,0.051,3.404,0.158,g
2459305.58063,2021-04-01.0816099,bF,1.52,16.670,15.124,0.053,3.239,0.156,g
2459305.58193,2021-04-01.0829089,bF,1.51,16.500,15.058,0.058,3.440,0.183,g
2459305.58322,2021-04-01.0841960,bF,1.59,16.583,14.959,0.049,3.771,0.169,g
2459305.59252,2021-04-01.0935046,bF,1.62,16.395,15.152,0.070,3.155,0.201,g
2459305.59382,2021-04-01.0947959,bF,1.51,16.470,15.101,0.062,3.308,0.188,g
2459305.59510,2021-04-01.0960820,bF,1.53,16.387,15.137,0.069,3.201,0.203,g
2459305.60185,2021-04-01.1028405,bj,1.65,15.725,14.950,0.108,3.804,0.375,g
2459305.60308,2021-04-01.1040692,bj,1.63,15.799,15.143,0.121,3.184,0.350,g
2459305.60432,2021-04-01.1053077,bj,1.60,15.647,15.498,0.191,2.295,0.401,g
2459305.60555,2021-04-01.1065331,bj,1.60,15.515,15.131,0.154,3.218,0.453,g
2459306.22554,2021-04-01.7265432,bn,2.10,16.533,15.130,0.060,3.221,0.177,g
2459306.22676,2021-04-01.7277567,bn,2.08,16.601,14.989,0.050,3.669,0.167,g
2459306.22798,2021-04-01.7289774,bn,2.08,16.812,15.064,0.044,3.423,0.137,g
2459306.30163,2021-04-01.8026325,bn,1.55,16.401,15.019,0.061,3.568,0.200,g
2459306.30286,2021-04-01.8038614,bn,1.53,16.626,15.164,0.057,3.122,0.163,g
2459306.30409,2021-04-01.8050902,bn,1.53,16.713,15.179,0.053,3.078,0.150,g
2459306.47664,2021-04-01.9776457,bF,1.69,16.165,14.971,0.073,3.730,0.248,g
2459306.47793,2021-04-01.9789356,bF,1.62,16.306,14.951,0.063,3.800,0.218,g
2459306.47923,2021-04-01.9802434,bF,1.54,16.527,15.259,0.068,2.861,0.178,g
2459306.50283,2021-04-02.0038447,bF,1.59,17.061,15.078,0.035,3.379,0.109,g
2459306.50413,2021-04-02.0051372,bF,1.54,17.084,15.079,0.034,3.377,0.107,g
2459306.50544,2021-04-02.0064451,bF,1.55,17.070,15.052,0.034,3.460,0.108,g
2459306.53824,2021-04-02.0392552,bF,1.67,17.059,15.070,0.035,3.403,0.109,g
2459306.53954,2021-04-02.0405541,bF,1.61,17.043,15.057,0.035,3.444,0.111,g
2459306.54082,2021-04-02.0418399,bF,1.54,17.045,15.054,0.035,3.453,0.111,g
2459306.58513,2021-04-02.0861476,bF,1.60,16.732,14.996,0.044,3.644,0.147,g
2459306.58642,2021-04-02.0874322,bF,1.54,16.799,15.019,0.042,3.568,0.139,g
2459306.58772,2021-04-02.0887313,bF,1.56,16.795,15.137,0.047,3.199,0.139,g
2459307.22578,2021-04-02.7268116,bn,1.76,16.612,15.074,0.053,3.392,0.165,g
2459307.22699,2021-04-02.7280208,bn,1.65,16.678,15.086,0.050,3.355,0.155,g
2459307.22824,2021-04-02.7292708,bn,1.63,16.827,15.113,0.045,3.273,0.135,g
2459307.30219,2021-04-02.8032228,bn,1.51,17.004,15.012,0.035,3.591,0.115,g
2459307.30341,2021-04-02.8044469,bn,1.49,16.983,15.043,0.036,3.490,0.117,g
2459307.30463,2021-04-02.8056629,bn,1.48,17.044,15.136,0.038,3.203,0.111,g
2459307.33584,2021-04-02.8368795,bn,1.49,16.944,14.952,0.035,3.794,0.122,g
2459307.33707,2021-04-02.8381116,bn,1.50,16.950,15.085,0.039,3.358,0.121,g
2459307.33829,2021-04-02.8393349,bn,1.54,16.942,15.048,0.038,3.476,0.122,g
2459307.47710,2021-04-02.9781437,bF,2.12,13.757,>13.757,99.990,5.024,2.285,g
2459307.47838,2021-04-02.9794278,bF,1.55,14.678,14.508,0.187,5.711,0.979,g
2459307.47967,2021-04-02.9807150,bF,1.99,15.658,14.921,0.111,3.905,0.397,g
2459307.57076,2021-04-03.0718081,bF,1.62,16.693,15.029,0.047,3.535,0.154,g
2459307.57206,2021-04-03.0731024,bF,1.61,16.711,15.010,0.046,3.601,0.150,g
2459307.57335,2021-04-03.0744026,bF,1.64,16.729,15.071,0.047,3.402,0.148,g
2459307.58396,2021-04-03.0850104,bF,1.62,16.803,15.038,0.043,3.505,0.138,g
2459307.58526,2021-04-03.0863104,bF,1.66,16.851,15.019,0.040,3.567,0.132,g
2459307.58655,2021-04-03.0875960,bF,1.69,16.810,14.949,0.039,3.804,0.137,g
2459307.60008,2021-04-03.1011219,bF,1.62,16.858,15.067,0.042,3.412,0.131,g
2459307.60137,2021-04-03.1024184,bF,1.64,16.886,15.034,0.040,3.519,0.128,g
2459307.60264,2021-04-03.1036927,bF,1.63,16.833,15.024,0.041,3.551,0.134,g
2459308.23198,2021-04-03.7330475,bn,2.07,16.922,15.091,0.040,3.338,0.124,g
2459308.30520,2021-04-03.8062616,bn,1.47,17.020,15.078,0.036,3.379,0.113,g
2459308.30642,2021-04-03.8074917,bn,1.49,16.997,15.002,0.035,3.624,0.116,g
2459308.30766,2021-04-03.8087280,bn,1.46,17.032,15.017,0.034,3.577,0.112,g
2459308.33915,2021-04-03.8402217,bn,1.54,16.978,15.079,0.038,3.377,0.118,g
2459308.34038,2021-04-03.8414518,bn,1.55,16.985,15.096,0.038,3.322,0.117,g
2459308.34160,2021-04-03.8426657,bn,1.58,16.907,15.029,0.039,3.535,0.126,g
2459308.47495,2021-04-03.9760215,bF,2.08,15.479,14.907,0.129,3.954,0.467,g
2459308.47625,2021-04-03.9773177,bF,1.97,15.509,15.002,0.137,3.622,0.455,g
2459308.47755,2021-04-03.9786202,bF,1.93,15.345,15.161,0.185,3.131,0.529,g
2459308.50475,2021-04-04.0058268,bj,1.60,16.014,15.027,0.088,3.541,0.286,g
2459308.50598,2021-04-04.0070509,bj,1.59,16.165,14.980,0.073,3.699,0.249,g
2459308.50720,2021-04-04.0082820,bj,1.61,16.079,15.129,0.091,3.226,0.269,g
2459308.52865,2021-04-04.0297204,bF,1.75,16.222,14.958,0.068,3.777,0.236,g
2459308.52993,2021-04-04.0310068,bF,1.58,16.268,15.113,0.075,3.273,0.226,g
2459308.53123,2021-04-04.0323052,bF,1.47,15.890,14.885,0.087,4.036,0.320,g
2459308.55239,2021-04-04.0534621,bF,1.58,16.543,15.084,0.057,3.359,0.175,g
2459308.55366,2021-04-04.0547371,bF,1.62,16.688,15.040,0.048,3.502,0.154,g
2459308.55497,2021-04-04.0560390,bF,1.65,16.609,15.105,0.055,3.298,0.165,g
2459308.56578,2021-04-04.0668555,bj,1.58,15.637,15.043,0.127,3.488,0.404,g
2459308.56700,2021-04-04.0680891,bj,1.54,15.621,15.025,0.126,3.549,0.410,g
2459308.56824,2021-04-04.0693189,bj,1.54,15.522,15.112,0.150,3.275,0.449,g
2459309.35393,2021-04-04.8550379,bn,1.51,16.485,15.075,0.061,3.389,0.188,g
2459309.35516,2021-04-04.8562633,bn,1.53,15.931,14.964,0.090,3.756,0.309,g
2459309.48546,2021-04-04.9865744,bj,1.81,16.847,15.024,0.041,3.551,0.133,g
2459309.48669,2021-04-04.9878010,bj,1.80,16.874,14.986,0.038,3.681,0.129,g
2459309.48791,2021-04-04.9890144,bj,2.00,16.858,14.978,0.039,3.705,0.131,g
2459310.22579,2021-04-05.7269108,bn,1.74,16.792,15.050,0.044,3.468,0.140,g
2459310.22702,2021-04-05.7281436,bn,1.64,16.815,14.982,0.040,3.692,0.137,g
2459310.22824,2021-04-05.7293689,bn,1.68,16.888,14.962,0.037,3.763,0.128,g
2459310.30017,2021-04-05.8013010,bn,1.49,16.987,14.989,0.035,3.670,0.117,g
2459310.30139,2021-04-05.8025131,bn,1.53,16.989,14.959,0.034,3.769,0.117,g
2459310.30260,2021-04-05.8037326,bn,1.53,17.003,14.958,0.033,3.777,0.115,g
2459310.33386,2021-04-05.8349899,bn,1.48,16.896,14.904,0.035,3.964,0.127,g
2459310.33508,2021-04-05.8362045,bn,1.50,16.917,14.902,0.034,3.973,0.125,g
2459310.33630,2021-04-05.8374251,bn,1.48,16.908,14.920,0.035,3.908,0.126,g
2459310.47368,2021-04-05.9748142,bF,1.99,16.118,14.973,0.076,3.722,0.259,g
2459310.47497,2021-04-05.9761041,bF,1.64,16.289,14.873,0.059,4.081,0.222,g
2459310.47626,2021-04-05.9773916,bF,1.60,16.439,15.107,0.064,3.290,0.193,g
2459310.53722,2021-04-06.0383581,bF,1.61,16.991,14.955,0.033,3.786,0.116,g
2459310.53851,2021-04-06.0396479,bF,1.55,16.968,14.886,0.032,4.032,0.119,g
2459310.53982,2021-04-06.0409535,bF,1.65,16.999,14.938,0.033,3.845,0.116,g
2459310.57703,2021-04-06.0781708,bF,1.64,16.917,14.886,0.034,4.031,0.124,g
2459310.57833,2021-04-06.0794721,bF,1.63,16.902,14.966,0.037,3.746,0.126,g
2459310.57962,2021-04-06.0807571,bF,1.60,16.966,14.898,0.032,3.991,0.119,g
2459311.22585,2021-04-06.7270056,bn,2.02,16.761,14.877,0.038,4.066,0.144,g
2459311.22707,2021-04-06.7282311,bn,1.98,16.881,14.939,0.036,3.844,0.129,g
2459311.22828,2021-04-06.7294484,bn,1.98,16.923,14.924,0.035,3.894,0.124,g
2459311.30462,2021-04-06.8057796,bn,1.54,16.966,14.886,0.032,4.036,0.119,g
2459311.30584,2021-04-06.8070027,bn,1.49,16.966,14.900,0.032,3.981,0.119,g
2459311.30706,2021-04-06.8082268,bn,1.49,16.917,14.912,0.034,3.938,0.125,g
2459311.52257,2021-04-07.0237331,bj,1.56,16.866,14.798,0.032,4.375,0.130,g
